Units_Sold,Revenue,Marketing_Spend,Holiday_Indicator,Season,Forecast_Demand
185.0,21573.982747604983,8988.372258473984,0,1,356.79
167.0,26177.207340058263,7866.10749330361,1,1,313.99
207.0,34582.56992648142,8806.650576331842,0,1,341.28
150.0,12104.276934828102,1534.8030121893762,0,1,171.04
183.0,30063.45944693008,3863.1378902935776,0,1,236.11
198.0,32978.408997911654,3868.407493252342,0,1,227.35
192.0,11931.382150146104,6913.40551991758,0,1,287.33
171.0,25487.74394084852,5037.535438340592,0,1,239.7
199.0,10661.645080171193,7997.253429268377,0,1,336.01
167.0,6137.056336423165,4459.875099901253,0,1,248.64
184.0,22708.86455910354,2994.468195811679,1,1,216.99
198.0,36344.36436464034,3618.559614648506,0,1,212.14
194.0,5118.229101519652,2642.227535357329,0,1,213.82
171.0,28859.72040517169,2781.0342258661003,0,1,215.16
208.0,23122.28212873929,2951.550238875863,1,1,251.31
185.0,32367.81844241696,1144.8524035650207,1,1,201.91
198.0,34021.51796949611,7444.792312862909,0,1,324.32
214.0,37996.04772152344,4596.42108044022,1,1,278.55
205.0,32471.44893236625,1204.04198693646,1,1,209.84
205.0,35206.41788278412,4330.067900192562,0,1,254.9
186.0,9613.323937096298,9148.313144038708,0,1,349.32
198.0,14789.32622590292,5601.1988527070025,0,1,287.92
186.0,11838.436998628284,9880.768102117156,0,1,343.01
157.0,24121.02386335499,5859.634886902506,0,1,279.54
187.0,8911.627397897795,9665.190991459576,0,1,360.71
186.0,9820.986421848362,2816.206559239714,1,1,221.86
192.0,34217.02074815033,3609.4133144743087,0,1,224.36
177.0,26029.406666203024,7299.730991617853,0,1,310.12
164.0,29121.21694817144,9881.39455299502,0,1,318.43
192.0,8656.117725489465,8427.676699174384,0,1,319.38
152.0,13956.103868797232,5983.34749008176,0,1,259.64
207.0,14690.212597043594,1766.3735292302376,0,1,210.05
173.0,3761.468995608285,4279.411989998145,0,1,245.48
182.0,12960.972183972037,1777.8313053693155,0,1,197.77
187.0,16516.77226157542,3801.53225679854,0,1,221.9
188.0,6880.71252429337,3329.128905987921,0,1,213.43
147.0,17929.26078009765,4496.9976697304655,0,1,225.6
191.0,16993.476135809127,8535.48930990927,0,1,325.84
180.0,5105.357857792472,2353.390041793421,0,1,190.54
161.0,23621.30750387397,3754.575539682468,0,1,228.78
158.0,23900.718474440982,3350.055198894468,0,1,203.25
166.0,28254.00671592672,3665.2748242321695,1,1,245.59
146.0,15680.006964504302,4245.61127326383,0,1,220.26
206.0,40037.86820516362,3198.805749402746,1,1,252.45
200.0,36906.30920316844,9483.231450008108,0,1,361.16
179.0,21344.54936072624,4780.915425213892,0,1,255.42
165.0,16515.07235276169,2027.0193867754133,0,1,182.6
165.0,3390.122508716809,5208.927490245888,0,1,253.69
183.0,27080.159875490364,2659.8871167522284,1,1,238.45
203.0,24703.43757797571,2945.17578251188,0,1,221.46
155.0,29257.48165906165,3565.3727588034944,0,1,207.26
144.0,18282.49668625305,2122.8387042335207,0,1,180.93
196.0,38947.96299253551,7490.07039322,0,1,333.42
129.0,22405.683492665605,8127.51827258124,1,1,299.08
144.0,27597.258496323582,4548.5642972404,0,1,234.56
158.0,12478.729215346506,7200.932854901907,1,2,292.29
131.0,6141.342756612143,4500.588611536261,0,2,215.83
184.0,30072.404408894552,2476.695912727276,0,2,196.72
178.0,28749.755179131003,4574.512551981505,0,2,252.73
149.0,8651.060554857204,6012.886559334756,0,2,241.41
185.0,29165.996982692595,1368.9488266920002,0,2,204.52
188.0,23453.978436121182,6890.359516141331,0,2,295.03
156.0,6195.466068838977,7683.47172104307,0,2,279.57
148.0,16327.515039270362,8739.73231937705,0,2,315.74
202.0,37896.177710494354,1924.9350422437628,0,2,226.88
170.0,18897.600890624,1000.8423447244512,1,2,194.82
160.0,25914.530899139994,1659.397321199461,0,2,171.69
182.0,4587.091162390497,9317.051234074974,0,2,341.24
160.0,24168.74469044269,7890.001489371349,0,2,290.63
143.0,27231.594319178665,8518.920820850504,0,2,293.9
154.0,16926.91019723218,5653.124174493751,0,2,263.54
172.0,13895.498907272153,5740.478871074878,0,2,265.88
111.0,15140.077087640206,3686.5503085526607,1,2,190.88
144.0,26629.49069521625,8584.777467713473,0,2,276.15
177.0,9171.881065992306,8467.926247754058,0,2,334.53
138.0,12787.76417696411,4529.542111499453,0,2,253.03
178.0,8567.540602658191,3963.4036342432646,0,2,223.75
175.0,19144.608314926623,7645.359441277224,1,2,345.78
144.0,16887.73857775209,1235.5132450414037,0,2,164.68
133.0,25264.234536436543,8739.54008666549,0,2,296.06
138.0,13006.876419587865,5016.231903827556,1,2,263.56
196.0,23922.22932568056,4972.098218885748,0,2,262.5
180.0,32282.507399354537,7021.700626486551,0,2,289.62
144.0,11210.817604566037,6811.744242794783,0,2,274.31
129.0,18234.08503742744,3393.766594507301,1,2,198.78
142.0,22193.056855892784,9489.50744062687,0,2,305.23
144.0,11447.291843087283,9876.9698139939,0,2,351.42
113.0,5602.699713693309,5733.901128665665,0,2,250.89
139.0,15362.79673839488,6052.427183533123,1,2,273.51
163.0,13728.56276211107,5988.861670812613,0,2,274.83
100.0,6796.323772259851,5372.086673604348,0,2,221.25
152.0,29672.807060590712,9506.683483100427,0,2,345.37
162.0,17882.78202533671,3202.77204079671,1,2,213.71
122.0,21248.250156801583,1971.6235862985016,1,2,181.73
167.0,9211.241360933376,9365.925558923482,0,2,344.31
118.0,22313.76432645753,2917.344827900374,0,2,167.68
140.0,22819.672151139348,7742.398181878773,0,2,291.94
124.0,20530.00892614165,2834.859783089036,0,2,185.69
123.0,11089.39433683786,9641.67414060123,0,2,322.4
116.0,12460.10041546209,8120.0959330357855,0,2,259.22
142.0,18006.136569970266,9268.46354903373,1,2,342.71
144.0,23350.72269843528,9558.86338100493,0,2,305.36
125.0,21603.776921359844,1759.8194584209982,0,2,175.22
98.0,3336.719256968124,4900.499702424528,0,2,199.2
133.0,24303.2535575442,6832.903033254785,0,2,259.9
132.0,24914.92046350124,8222.104937136077,0,2,298.1
119.0,15079.648201322349,3173.245699729622,0,2,178.04
160.0,8578.417661741292,9231.443734503597,0,2,334.03
90.0,15058.32028979653,2988.786961883211,0,2,140.33
77.0,9143.42433765744,8795.58761386618,0,2,261.14
106.0,17712.108336908525,5614.41321697771,0,2,210.91
134.0,22333.172013334315,5638.799546831707,0,2,231.8
98.0,3489.9051286973786,4366.050539337921,1,2,224.66
98.0,12667.857996458515,1931.5470827682143,0,2,126.73
136.0,14547.372446098298,4123.810568075844,0,2,208.22
126.0,23977.989579589062,4840.630434842257,0,2,223.15
124.0,9101.033635774846,5311.189508976736,0,2,207.26
131.0,7477.482503982012,7651.857613691201,0,2,269.88
106.0,19236.41721284548,4168.630994185528,0,2,186.86
106.0,4957.493054613998,4659.335742825879,0,2,204.53
129.0,18520.981831582,9154.887420899076,0,2,294.28
86.0,6364.306718271232,7773.105651702361,0,2,276.89
69.0,8432.644283278672,1205.7019255341238,1,2,124.42
103.0,13484.708284876982,8308.798819507338,0,2,286.78
129.0,12271.314727063987,9909.495319153231,0,2,331.4
115.0,22481.77509090788,9457.909672310398,0,2,315.33
127.0,5553.706222422623,8523.603095464809,0,2,280.09
69.0,6241.176685836522,6662.563726035404,0,2,225.49
115.0,11209.183266298338,3503.729099487349,0,2,184.96
121.0,16164.202549136831,6889.875502420867,0,2,259.35
80.0,7464.540518001076,7260.33223788278,0,2,239.74
124.0,4645.843773826684,3534.023449276035,0,2,180.1
104.0,19815.889565945065,3297.9666196759567,0,2,157.77
167.0,15847.337194058891,4572.314731830433,0,2,262.19
61.0,4982.557524843457,6770.322721301815,0,2,237.6
132.0,13254.117670374351,3637.560423541365,0,2,175.72
96.0,5662.773387187779,6000.998699606803,0,2,225.26
71.0,2700.8331300653585,9093.136616687643,0,2,280.39
92.0,4300.459614042764,3655.9029239132456,0,2,183.18
108.0,5399.769836949199,9693.763625147603,0,2,306.06
123.0,6836.489922099918,5260.131808058941,0,2,202.54
136.0,13000.625995297189,1908.1750388130447,0,2,170.31
130.0,17199.242895633193,1495.354543566163,1,2,193.85
81.0,10789.18467842976,4048.070628693836,0,2,178.6
123.0,2462.160190101061,3328.830610568856,0,2,188.65
108.0,20063.41704450489,8593.419944829271,0,2,285.26
86.0,14457.674354640338,7638.745792752608,0,2,249.28
95.0,18383.34047435628,8960.916581830525,0,0,274.21
85.0,7207.791074371951,6303.281483906827,1,0,241.4
99.0,13826.723110605057,4919.115228314506,0,0,195.88
84.0,4220.473728752188,3435.1113527716334,0,0,170.49
77.0,12864.077757273855,6247.979509809247,1,0,227.94
107.0,5247.942344101144,6562.223004125378,0,0,240.96
110.0,8654.51687599344,4536.528073676799,0,0,205.89
93.0,10076.5754885525,9429.35879644651,0,0,294.28
124.0,15749.94684879339,6759.591295145642,0,0,265.51
91.0,10986.788937816664,8537.330805413796,0,0,242.03
90.0,3453.955389701956,6583.516726320605,0,0,231.04
109.0,10453.283176188756,3848.831067985344,0,0,185.23
93.0,17309.50108280547,7629.572420908301,0,0,242.52
97.0,17171.55449454733,3072.290777952984,0,0,148.15
45.0,5685.346538362582,6369.484284987476,0,0,196.36
96.0,11809.768663838233,4621.2970871746165,0,0,201.76
59.0,2365.9904397358864,2348.963819239332,0,0,131.79
71.0,3979.315800525677,4719.165179751035,0,0,206.73
68.0,4452.310449474136,3792.527465086806,0,0,150.3
74.0,7982.767103937092,2009.9987353757929,0,0,109.32
84.0,12738.103447207266,8414.454057938729,0,0,240.86
85.0,8749.09794074515,5487.2430079112455,0,0,191.33
108.0,4610.626653319012,4117.206450442784,0,0,168.73
99.0,9809.1969883428,5544.6782473265575,0,0,210.75
56.0,2759.3431977887944,7791.248057576108,0,0,217.48
96.0,14899.826237253044,1164.658538973246,0,0,135.97
101.0,5046.985642155247,5920.765845162589,0,0,228.07
88.0,9403.338394384196,5312.357049555711,0,0,214.73
93.0,13467.743708546695,9037.631723635664,0,0,276.02
98.0,5985.41384799348,6003.744929090325,0,0,221.82
110.0,3705.396131219063,2235.905582851606,0,0,157.33
63.0,7647.81605868765,4498.148937566262,0,0,167.92
90.0,2678.0831487711584,6589.6243484732695,0,0,232.91
125.0,15724.79446678378,1413.4042635020637,0,0,139.97
123.0,19142.4576221585,8961.841876578519,0,0,288.06
112.0,8879.0103921137,1610.0410664165888,0,0,156.68
106.0,11437.706725259606,1275.3201506173618,0,0,117.93
128.0,23958.67275270277,1018.1401669019822,0,0,139.99
134.0,14043.145803914324,7153.700424695693,0,0,264.84
93.0,18542.31498772533,5103.2807850040135,0,0,203.24
77.0,3716.053421417346,1925.3592480619072,0,0,133.38
91.0,13432.337322676278,8705.876703900049,0,0,252.2
158.0,21720.472932729903,2824.482466831658,0,0,180.07
65.0,11505.966318258026,3936.9174307396224,0,0,183.03
87.0,3187.660699771868,2599.4932646344937,0,0,155.6
69.0,4860.165866452563,9340.806679503465,0,0,267.87
100.0,4379.226063686035,7822.601048548322,0,0,267.84
74.0,13908.827028661995,7515.580569798452,0,0,245.31
96.0,9292.258409870044,1395.9642706551383,0,0,119.46
59.0,10844.899279582434,5704.31533815429,0,0,208.12
111.0,8102.251747289277,6179.071930702664,1,0,243.71
124.0,5300.53602239207,4442.687560744143,0,0,200.88
92.0,6750.657240648431,3895.806252678826,0,0,209.98
97.0,12366.664313867735,8667.485741969082,0,0,289.84
97.0,16697.761052558955,1207.1493221907883,0,0,141.17
104.0,9294.51377717194,6628.193634493602,0,0,244.16
100.0,18466.55586656272,4548.222225619899,0,0,204.35
117.0,7483.527176817179,6993.556130289613,0,0,258.47
127.0,18394.34011176411,2781.257912155331,0,0,186.57
86.0,13108.842665465574,3147.9341916581902,0,0,141.32
97.0,6723.392571512555,6281.684260091209,1,0,215.24
121.0,3007.4039493854875,9819.446916572211,0,0,301.24
75.0,6430.704117685199,9772.152246876854,0,0,278.46
65.0,1828.794923481792,3240.8288542961723,0,0,162.99
109.0,19852.78907339073,1921.1592729313952,0,0,126.26
115.0,22037.972942735,6313.089141369971,0,0,267.2
92.0,14017.891408065769,4779.843472662655,0,0,223.79
95.0,14326.306408866558,7855.180416736719,0,0,279.18
92.0,5829.182605458259,5751.853527506492,0,0,213.81
90.0,2997.594340240971,5595.28125396077,0,0,199.42
122.0,20054.21780350573,6818.138813987372,0,0,274.21
85.0,10255.177552766523,2137.766003640857,0,0,132.93
104.0,14840.067376335915,7094.455566999109,0,0,266.47
92.0,14750.85608750797,5396.677305899082,1,0,231.78
82.0,7683.249809735488,8381.32359070998,1,0,278.1
129.0,5936.371819296536,2248.3615033433653,0,0,141.74
102.0,16636.87563630276,3706.723442047635,0,0,193.71
117.0,11896.30436215026,9552.21736613972,0,0,279.76
83.0,14014.248008987634,5977.655913610192,0,0,210.45
99.0,9779.798795263428,9363.708997785909,0,0,290.9
130.0,7678.183957900962,7201.31592800691,0,0,248.91
167.0,8480.410800612695,9337.882284416131,0,0,329.58
77.0,11850.755545910066,3860.43655924432,0,0,198.79
113.0,13953.244757629893,1814.803825322415,0,0,154.7
126.0,11696.393782539091,8220.17588408289,1,0,298.32
106.0,11509.587708130615,8240.21877216103,0,0,270.98
136.0,16175.153057414494,6569.441151780829,0,0,242.79
103.0,6498.780831450258,6216.1318284564895,0,0,231.67
124.0,10920.655738852422,9234.173536086557,1,0,337.76
111.0,8062.3810728925055,2588.4862031937782,0,0,167.82
147.0,13217.694984889296,6548.841742336904,0,0,286.4
110.0,12111.131827654515,1447.935497399896,0,3,133.6
117.0,5990.909772484946,2267.7844308186623,0,3,167.68
144.0,13079.910423859175,4935.451135989696,0,3,223.31
105.0,9385.844978500854,8390.866324495742,0,3,265.27
128.0,9149.527940045731,7598.194216750533,0,3,294.34
91.0,18175.369800264165,9766.57951941395,0,3,313.6
106.0,3524.812871611079,1403.637836229093,0,3,135.85
137.0,18595.17509478625,4432.169969436114,0,3,192.69
110.0,5653.8844094214255,2429.117214176448,0,3,160.97
120.0,20533.71816855994,1332.6515564455156,1,3,173.17
142.0,26206.86346039773,3379.578006650273,0,3,200.6
121.0,11164.190461223125,3200.246597684947,1,3,195.37
150.0,25233.918134359163,4780.249466159727,0,3,230.27
139.0,9032.734422738513,2260.730871105339,0,3,173.99
144.0,6510.57570997446,5397.108213035058,0,3,223.2
161.0,12374.152160347665,9280.884945828178,0,3,355.51
143.0,11654.689117555556,7733.700384384834,0,3,259.02
169.0,15467.616512377312,8579.595965439401,0,3,324.21
157.0,13679.819699727956,8242.5573398938,0,3,271.67
129.0,12126.774195188702,4506.637027965706,0,3,221.31
166.0,24535.796970257285,7380.649326680516,0,3,310.55
147.0,9438.050315627352,7788.306154806978,0,3,276.34
134.0,3128.0433698547354,2850.8329512931205,0,3,188.58
149.0,16113.232388045706,8742.361299577959,0,3,319.29
166.0,16714.942376841336,5119.726586700372,0,3,232.33
154.0,4745.001518459892,1147.2376555844596,0,3,174.36
182.0,8023.333913186313,6790.456977524654,0,3,260.24
168.0,18780.0078552712,7090.867827261685,0,3,260.02
158.0,9836.311614956836,5965.8606700915,0,3,257.91
128.0,22779.864697018937,2911.737707624409,0,3,172.18
146.0,7474.126544155532,5340.502246204587,0,3,237.19
152.0,3590.5552073754047,4601.147052209564,0,3,223.3
165.0,16592.643950914495,9772.174664595332,0,3,328.34
165.0,32589.04438506519,8422.105912803443,0,3,303.55
156.0,20919.140538685857,7857.096445784933,0,3,283.83
156.0,13061.15457303484,2629.663327001468,0,3,190.44
169.0,3893.1249088522495,3979.360156790949,0,3,240.19
139.0,14913.409962350514,4417.406520122981,0,3,204.92
191.0,10918.301153519233,5433.647790704315,0,3,272.69
117.0,15981.701039506366,1272.0206085892426,0,3,140.49
188.0,23489.00742786724,6337.083052671863,0,3,280.29
158.0,10702.67977201154,4220.708895748957,0,3,237.17
180.0,5831.800588684961,6055.094308833234,0,3,249.27
168.0,26191.78054873972,1080.8054583103624,0,3,155.67
169.0,21189.817757517303,3892.898250977714,0,3,225.2
174.0,29855.39413461024,7917.9945041169,0,3,301.13
180.0,12017.520506629608,5509.733972743361,0,3,255.88
158.0,21727.39712235492,8099.985955110744,0,3,311.7
186.0,7693.423157700373,7290.64353265648,0,3,296.83
145.0,10516.23859662962,8694.285176358793,0,3,312.86
167.0,23075.565703033728,1066.9922969695629,0,3,158.26
185.0,31191.85746132161,3351.929426599545,0,3,212.74
189.0,14697.88556930866,5939.2155394097335,0,3,267.33
179.0,29319.06159225047,9469.16268986964,0,3,339.82
163.0,23145.257184418107,7118.111621192852,0,3,292.72
189.0,15641.915726688549,5109.299076536637,0,3,267.82
159.0,28262.48035824585,2171.2719745691475,0,3,183.73
208.0,23225.536232366543,5438.938192817071,0,3,261.54
172.0,23509.721626026705,4969.7827521045965,0,3,265.52
144.0,15726.764382138204,8005.989472198317,0,3,299.75
151.0,15324.928526139074,4720.137764468933,0,3,235.97
177.0,30556.57007122997,3869.542673499997,0,3,211.25
180.0,13148.423047251476,1807.477142219388,0,3,178.84
217.0,5770.737425527086,1418.5095753283013,0,3,212.36
158.0,28181.018382418697,4952.209847701393,0,3,244.55
180.0,30330.776078858333,4121.757815519663,0,3,243.12
159.0,13670.960782182316,5997.917525615732,0,3,261.1
171.0,9128.1860493464,7407.355934035612,0,3,278.8
215.0,30443.151985975823,1360.0613221642268,0,3,189.85
159.0,5434.137062051996,5465.953987325339,1,3,260.17
195.0,18773.79191941218,8757.747047637817,0,3,363.86
191.0,6771.94661454627,5096.499275262955,0,3,265.69
184.0,23482.768446888625,5691.179898556969,0,3,260.33
195.0,4855.014271718012,5381.126566450084,0,3,276.23
162.0,21588.591033496523,4508.136266350693,0,3,233.99
219.0,30917.76369906801,1991.075715310352,0,3,204.28
225.0,24229.35122231862,2137.20594114274,0,3,222.27
188.0,9682.248023431184,2611.80317563924,0,3,201.13
237.0,9065.46542183666,8133.081768078894,0,3,336.73
181.0,13827.064702303567,3477.990705055419,0,3,210.82
197.0,20436.22885861644,9533.114035978697,0,3,378.79
219.0,29695.85185002377,8291.53149882966,0,3,373.98
181.0,3660.729154552718,7160.866013788131,0,3,313.86
163.0,24122.61539036556,7483.542664561662,0,3,263.48
159.0,23577.81549742541,1428.6898781051605,0,3,177.28
233.0,23303.91560429544,6115.504302878907,0,3,317.84
182.0,14889.9951627029,9469.512189295569,0,3,326.7
189.0,32435.337370085603,1351.9916505325805,0,3,174.84
171.0,27569.6026969212,3619.1486666218616,0,3,213.6
213.0,41958.80523376954,1463.6034292054185,0,3,179.99
179.0,15563.610548021035,6127.67420079549,0,1,282.86
185.0,33897.525741741374,2045.8056445347613,0,1,201.58
202.0,7217.932571067745,5313.251406019593,0,1,263.13
175.0,16461.181086901845,7479.544931087903,0,1,310.25
193.0,20027.09688532841,2479.946814419208,0,1,201.67
225.0,22355.40980624005,7798.279933704437,0,1,344.14
206.0,27298.64082702607,1541.8401575490884,0,1,186.46
200.0,10127.48219817408,2346.6203223129705,0,1,211.02
202.0,35544.20096396652,3520.993268640012,1,1,273.67
191.0,22789.6469573928,8164.891606708785,0,1,304.42
239.0,43679.09475553063,8651.232002110608,0,1,344.44
183.0,3746.6863540677073,2983.418329296134,0,1,216.52
204.0,27213.163531134825,1862.0544297294653,1,1,222.5
202.0,19036.96731164172,8631.584041125265,0,1,347.44
220.0,24401.92284527852,6844.306937698963,0,1,295.71
222.0,34162.4282507802,2420.6989275881324,0,1,230.96
200.0,12177.462940120826,6019.451066356773,0,1,272.48
207.0,11774.552956088097,8851.342895969814,0,1,347.02
208.0,30480.61269607864,1625.634478465867,0,1,209.51
156.0,17759.95051115258,1753.4911028345218,0,1,183.29
170.0,10549.356400687724,3462.4698459631127,0,1,204.32
190.0,20353.43730569401,6870.360930387909,0,1,305.92
191.0,19619.617990618743,2602.076585235387,0,1,211.29
178.0,25713.87945438658,8347.30483885448,0,1,315.1
217.0,4443.942707369053,7753.8715911546415,0,1,348.16
202.0,25374.60326345112,6049.043682651824,0,1,278.8
198.0,25546.369284257493,2044.6093393330889,0,1,184.05
177.0,27291.952970807124,9893.97845480978,0,1,299.41
202.0,36372.41974504893,5410.302666065424,0,1,270.53
150.0,14885.124522015598,5068.658330805516,0,1,217.92
199.0,16249.07443474424,9960.12171700584,0,1,376.64
204.0,7837.204262214434,8774.814371242024,0,1,344.58
208.0,16771.134032802645,5107.309606283332,0,1,249.63
171.0,5527.957971598869,4769.226873426449,0,1,230.89
207.0,34053.080851022605,1863.1844431028749,0,1,205.74
182.0,30077.5214034296,9338.605717501716,0,1,376.94
186.0,17689.11676622917,8593.97362947278,0,1,345.69
217.0,14481.586595215733,3790.022435919198,1,1,268.07
243.0,10022.198100282369,7779.891588118995,1,1,332.24
204.0,35337.4287363222,7864.564836465318,0,1,305.5
186.0,33098.54192034337,3051.1964550395346,0,1,213.41
206.0,13994.018908990303,6522.899229448149,0,1,310.73
221.0,29153.634618047632,3295.259230709902,0,1,254.86
214.0,14243.33916772577,8108.974467423204,0,1,309.57
257.0,15554.357771661957,2384.2873223462266,0,1,254.35
187.0,4453.862984253439,7020.153988185496,0,1,327.6
207.0,25644.959899256686,3934.105404865851,0,1,259.12
232.0,10901.55884342887,1325.6385178174164,0,1,214.25
231.0,5134.393783607031,2113.341797898038,0,1,253.8
162.0,6297.459952061592,6894.092243652346,0,1,279.15
201.0,15372.169351647102,3159.228728997841,0,1,250.89
230.0,32303.35607062486,6679.318353262044,0,1,319.29
258.0,14569.814596743892,4733.399494011583,0,1,319.01
214.0,38469.98846872,7234.42117488622,0,1,308.38
192.0,13810.159462834752,5436.537599669321,0,1,272.28
179.0,14252.111045230004,3776.923874450539,0,1,244.3
243.0,14394.321851099488,2312.372618718417,0,1,234.67
213.0,13990.896623334284,4069.884271791522,1,1,275.7
181.0,6035.322032141359,6714.046701340778,0,1,263.02
194.0,14173.38860876934,7664.261546776918,0,1,314.98
204.0,35645.15311653487,2443.057073559915,0,1,205.97
208.0,29934.61482985177,6978.451679993054,0,1,312.08
179.0,31781.141528550164,2613.5155868636107,0,1,194.23
184.0,7152.930556244292,2996.3740914098507,0,1,231.36
163.0,16627.791948908947,5781.855162520135,0,1,254.07
216.0,13233.429461466872,3602.820717784673,0,1,254.12
188.0,28165.935584420047,6954.3589711283785,0,1,297.42
204.0,39707.132923934696,9601.989618173844,0,1,353.37
223.0,37188.52948907855,2340.029812036548,0,1,216.05
198.0,5217.313863005867,6134.59749078475,0,1,280.09
191.0,14706.76030186877,9309.692644058736,0,1,343.96
197.0,4953.435823375566,2588.7607898645115,0,1,221.14
193.0,5255.400431182437,4301.658130463724,1,1,263.37
217.0,7445.867780662006,2112.5515149080843,0,1,211.13
197.0,13738.552901296123,6778.339464825535,0,1,297.17
180.0,13456.169671475447,7022.286349252311,0,1,275.55
211.0,19429.224432661053,6977.640874920734,0,1,313.05
214.0,19877.945758841728,5879.143435270108,0,1,311.42
162.0,25734.286785347154,7716.347810179949,0,1,280.18
219.0,9954.11586188023,1322.8956674198175,0,1,233.26
195.0,9436.695614729444,9617.621387007755,0,1,368.31
193.0,25627.70365509341,2998.865871364181,0,1,228.91
207.0,25443.112590692424,2094.0577182256907,0,1,200.7
174.0,8303.42737569976,9470.224386477385,1,1,371.99
204.0,35375.14975407591,8473.932247254248,0,1,329.04
177.0,14023.832933264468,7883.833773625121,0,1,302.09
154.0,13252.334901653156,1942.7113804508344,0,1,171.63
163.0,15596.298771686828,8267.762923085493,0,1,313.51
194.0,15148.749326203637,6481.211707088044,0,1,299.31
163.0,19615.73123367886,7587.177499106605,0,1,317.43
213.0,19160.75370588533,9802.632518365532,1,1,411.59
204.0,13606.44313671096,2749.9705940620024,0,1,214.46
206.0,37657.92809471551,5539.437647366772,0,2,270.89
182.0,13741.57024699147,7780.167518132034,0,2,305.78
183.0,26668.22520494299,4902.907156945284,0,2,261.82
154.0,12705.12607429316,1491.8777462638764,0,2,142.66
197.0,19372.90073467516,2002.9500898796905,0,2,198.75
184.0,11494.449495052102,6418.827752910604,0,2,307.69
187.0,29063.41498857497,3565.037317516809,1,2,240.27
208.0,31760.88973339892,2240.5658257233404,0,2,225.23
162.0,3888.5168197642015,4059.0279777212418,0,2,234.08
171.0,5272.7725604737625,2808.8283884030698,0,2,187.63
179.0,33298.969371881954,1215.4551991729695,0,2,198.88
153.0,27538.29137293041,2366.325897104495,0,2,189.17
167.0,18552.98101492262,8947.701648259052,0,2,321.2
180.0,19584.7794864901,1108.3355425244447,0,2,153.82
163.0,27096.525276420474,7964.652732346861,0,2,320.01
195.0,8759.600155659253,7781.149952844252,0,2,331.79
137.0,18860.22033239136,6078.139195230903,0,2,224.13
189.0,19972.94147245657,2876.029891375336,0,2,223.91
179.0,27530.125764549368,8902.533018702085,0,2,337.94
154.0,3914.449375168376,5275.680119145489,0,2,229.07
146.0,18496.827446745105,2558.8560614296184,0,2,191.25
122.0,14665.751606133645,4861.203332403035,1,2,232.67
147.0,25188.846800929845,2754.255049698274,0,2,180.52
183.0,25954.987641462616,4384.070570169321,0,2,259.02
160.0,28548.61832179436,5470.189939091083,0,2,256.58
184.0,33066.49241280155,4239.108007318449,0,2,249.71
147.0,13740.019463806531,6913.398466654309,0,2,262.62
173.0,7739.69892503146,9423.260236795946,0,2,326.36
144.0,19216.95235891112,4133.344128822671,0,2,214.98
138.0,24463.8530844674,4201.655624528372,0,2,200.59
154.0,5157.706701078768,7644.722235420389,1,2,321.22
142.0,17100.518860044016,5775.318383689762,0,2,238.74
124.0,5046.78943504727,4859.5549565866695,1,2,222.05
150.0,3728.891777390453,8324.273696108525,0,2,292.96
155.0,22061.82637494925,9019.3246047227,0,2,326.65
178.0,25406.46156438413,6315.279454424653,0,2,272.32
170.0,21780.13617688868,2665.929454799555,0,2,190.63
175.0,30565.51832290661,5196.573001017801,0,2,277.37
164.0,5667.472502703481,5539.335959333208,0,2,258.75
156.0,6075.708148501162,4889.866213997735,0,2,215.92
124.0,21776.430975701263,3361.886909788459,0,2,203.0
150.0,16588.471436929103,5250.89626951469,0,2,233.96
159.0,10994.77138895035,5018.915368879207,0,2,207.07
175.0,26751.94480653656,2885.441715567448,0,2,188.49
159.0,28777.834540937987,9130.875871024586,0,2,319.77
169.0,24357.731966294108,8968.068557627212,0,2,322.55
123.0,19993.387690460862,7836.547856055307,0,2,270.29
136.0,9635.532439978311,4608.519198510532,1,2,230.72
151.0,10868.914268778544,4333.077171029221,0,2,240.95
164.0,28788.936948068746,7448.188396563681,0,2,307.07
138.0,18033.193160595547,6473.07311502762,0,2,244.71
138.0,8576.602751575614,6405.384915520821,0,2,258.48
153.0,17495.41639782932,2117.00374745371,0,2,202.01
116.0,16640.766644340565,6564.554022659036,0,2,247.01
170.0,10087.601886274111,9116.767100110292,0,2,333.6
119.0,16408.0952638097,1772.3482360339008,0,2,151.13
98.0,2703.4351507854235,4052.5416916370864,0,2,186.07
135.0,10079.706439001118,5581.128623023651,0,2,242.8
168.0,23740.907586597707,7174.085453483383,0,2,299.38
146.0,6844.893441074614,1806.714366006261,0,2,174.76
148.0,8879.38217631617,8855.255739599597,0,2,303.34
133.0,23705.49337117984,1364.9105836733631,0,2,158.89
129.0,18237.735928801947,8719.207001265182,0,2,297.78
100.0,10980.536784620128,1248.8658027872964,0,2,115.6
85.0,4926.66889955002,2381.709738946201,0,2,147.4
134.0,10914.800916764065,8202.914444383061,0,2,278.26
155.0,19123.82090221732,8741.479934834006,0,2,308.28
135.0,6474.096031883443,9840.39246357603,0,2,331.33
140.0,14939.95081343436,2041.4334550930769,0,2,175.72
159.0,14884.8471602302,5738.060044815685,0,2,273.19
133.0,14071.89495377718,1694.402438857215,0,2,152.56
123.0,4797.116583145829,2407.668633674646,0,2,170.18
109.0,4269.47284782346,2570.4447211572697,0,2,173.67
165.0,31934.09529656574,1570.494263131769,0,2,154.82
